23039	S	C	
23041	AW	C	
23043	AW	C	
23052	AW	J	
23057	S	J	
23059	AW	C	
23064	AW	F	
23066	AW	C	
23067	AW	C	
23068	AW	C	
23071	S	C	
23072	AW	C	
23075	AW	C	
23077	AW	C	
23079	S	C	
23081	AW	J	
23094	AW	C	
23100	AW	C	
23104	AW	C	
23105	AW	C	
23110	AW	C	
23113	AW	C	
23114	AW	C	
23130	AW	C	
23138	AW	C	
23142	AW	DJ	
23146	AW	C	
23159	AW	C	F
23167	S	C	
23186	S	J	
23194	AW	C	
23195	AW	C	
23218	AW	DJ	
23219	AW	J	
23228	SS	C@5AAA	
23229	AW	C	
23230	AW	C	
23233	AW	C	
23234	S	DJ	
23241	AW	C	
23244	AW	C	
23254	S	C	
23255	AW	DJ	
23256	S	C	
23265	AW	C	
23267	S	C	
23270	AW	C	
23273	AW	C	
23282	S	C	F
23285	AW	C	
23290	S	C	F
23291	AW	C	
23305	AW	C	
23307	AW	C	
23308	AW	C	
23325	AW	C	
23332	S	C	
23338	AW	C	
23344	AW	C	
23348	S	DC	
23352	AW	C	
23360	AW,AN	C	F
23361	AN,AW	C	
23363	AW	C	
23388	A	J	
23395	AL	J	
23396	S	*	
23397	AW	J	
23418	AN	J	
23421	AG	C	
23433	AW	C	
23447	S	C	
23461	S	C	
23476	AW	C	
23477	S	C	
23518	AG,AL	C	F
23519	S	C	
23525	O	F	
23528	S	J	
23539	S	C	
23541	S	C	
23546	S	J	
23559	S	J	
23561	S	J	
23562	O	F	
23565	A	J	
23566	AY	DK	
23569	S	J	
23574	S	J	
23601	O	F	
23612	S	J	
23629	S	J	
23630	S	J	
23631	S	J	*
23633	S	C	
23650	AW	C	
23652	O	F	
23673	O	F	
23692	S	C	
23696	O	F	
23700	S	*	
23723	O	F	
23735	O	F	
23769	S	J	F
23784	O	F	
23786	O	F	
23789	S	DK	
23803	S	D	
23805	O	F	
23815	S	J	
23822	O	F	
23825	O	F	
23835	O	F	
23842	O	F	
23888	O	F	
23943	O	F	
23996	A	J	F
23997	O	F	
24013	AW	DJ	
24018	O	F	
24033	AY	D	
24061	S	DK	
24081	AW	C	
24085	O	F	
24086	O	F	
24149	AG	J	F
24151	O	F	
24158	AL	J	
24159	O	F	
24163	O	F	
24182	S	D	
24189	O	F	
24190	O	F	
24248	S	C	
24264	S	C	
24272	S	C	
24278	O	F	
24288	O	F	
24290	O	F	
24291	S	D	
24300	O	F	
24315	O	F	
24328	S	C	*
24330	S	J	F
24359	S	*	
24361	AW	C	
24369	O	F	
24390	O	F	
24396	O	F	
24397	S	D	
24413	AR	C	
24418	S	*	
24421	O	F	
24427	S	DJ	
24453	S	J	
24460	S	C	
24473	A	J	
24487	S	C	
24489	S	C	
24490	A	J	
24505	S	C	F
24524	A	J	
24541	S	*	
24554	S	*	
24555	AL	J	
24575	S	J	
24590	A	J	
24591	AL	J	
24594	AW	C	
24616	A	J	
24629	O	F	
24643	S	J	
24646	O	F	
24653	O	F	
24656	S	*	
24661	AW	J	
24675	S	C	
24676	O	F	
24682	A	J	
24683	O	F	
24684	O	F	
24708	S	C	
24709	SS	J@60A6	
24713	AL	J	
24736	S	J	
24744	S	J	
24754	A	J	
24760	A	J	
24773	S	J	
24774	S	J	F
24792	O	F	
24796	O	F	
24799	O	F	
24816	S	J	
24825	AG	J	
24827	O	F	
24833	AL	DJ	
24840	S	C	
24859	S	J	
24860	S	DJ	
24863	A	J	
24871	O	F	
24895	S	J	
24900	S	J	
24903	AL	C	
24907	S	C	
24908	AG	D	
24909	SS	J@6120	
24917	AG	C	
24922	O	F	
24949	S	C	
24950	S	C	
24956	S	J	
24962	S	C	
24974	O	F	
24976	AR	DJ	
24988	S	C	
25006	A	J	
25022	A	J	
25026	AG	J	
25031	AL	J	
25034	AL	J	
25037	S	C	F
25043	S	C	
25059	O	F	
25062	AN	J	
25074	S	*	
25079	O	F	
25080	S	DJ	
25087	S	J	
25121	O	F	
25134	O	F	
25136	O	F	
25150	S	C	
25151	S	C	
25152	A	K	
25153	S	C	
25159	S	C	
25160	S	C	
25170	S	J	
25198	S	J	
25203	S	C	
25220	S	J	
25225	AL	J	
25286	A	J	
25302	O	F	
25340	S	*	
25342	A	J	
25345	S	J	
25353	AW	C	
25384	AL	C	
25422	S	C	
25424	S	J	
25462	AG	J	
25466	S	J	
25472	A	J	F
25509	AW	DJ	
25516	A	J	
25536	O	F	
25542	AL	J	
25545	S	J	
25551	AG	J	
25563	O	DJ	
25592	AL	C	F
25593	S	J	
25622	S	J	
25628	S	DJ	
25630	O	F	
25645	AG	C	
25661	S	DJ	
25681	O	F	
25695	AW	C	
25705	S	C	
25720	AG,AL	J	
25721	AG	J	
25722	O	F	
25735	O	F	
25745	O	F	
25746	S	J	
25754	S	J	
25764	S	C	
25771	A	J	
25774	O	F	
25776	S	DJ	
25778	AL	J	
25787	AY	F	
25788	A	J	
25791	O	F	
25794	AN	J	
25796	O	F	
25805	S	J	
25824	S	D	
25830	S	C	
25831	A	C	
25834	S	C	
25836	S	J	
25841	AL	J	
25842	O	F	
25844	S	D	
25850	S	DC	
25851	AW	J	
25854	S	J	
25871	S	C	
25876	O	F	
25885	O	F	
25886	O	F	
25898	O	F	
25937	A	J	
25949	O	F	
25950	O	F	
25955	S	J	
25970	O	F	
25973	O	F	
25976	AW	DJ	
25986	O	F	
25987	S	J	F
26009	AR	J	
26015	O	F	
26021	A	C	
26023	A	J	
26027	A	J	
26032	S	DJ	
26039	O	F	
26044	S	*	
26062	S	C	
26063	AL	C	
26118	O	F	
26143	O	F	
26144	AL	J	
26159	O	F	
26178	S	J	
26179	A	J	
26191	AW	C	
26194	O	F	
26215	S	J	
26228	S	J	
26254	AG,AL	J	
26280	O	F	
26286	AG	J	
26297	AY	DC	
26326	S	C	
26336	S	DJ	
26348	S	DJ	
26377	S	J	
26380	S,AM	C	
26389	AL	C	F
26406	AG	J	
26407	S	C	
26421	S	C	
26422	S	C	
26446	AL	J	
26447	AL	J	
26465	S	J	
26480	A	J	
26481	O	F	
26494	S	DK	
26495	S	C	
26524	O	F	
26550	S	J	
26552	O	F	
26576	S	J	
26578	S	DJ	
26579	S	J	
26580	S	J	
26597	O	F	
26604	O	F	
26609	S	J	
26612	S	J	
26613	O	F	
26647	S	J	
26688	S	C	
26696	AL	C	
26700	S	J	
26704	O	F	
26705	S	J	
26753	S	DJ	
26781	S	J	
26783	S	C	
26786	S	C	
26792	S	J	
26797	S	D	
26803	S	DC	
26820	S	C	
26837	S	C	
26848	S	J	
26851	A	J	
26856	S	C	
26866	AG	J	F
26875	S,AG	C	
26950	S	C	
26963	O	F	
26964	AL	J	
26965	S	C	
26976	S	J	
26989	S	J	
26995	S	J	
26997	O	F	
27014	S	J	
27046	O	F	
27054	AL	DJ	
27067	O	F	
27075	S	C	F
27084	AY	DJ	
27088	O	F	
27091	O	F	
27108	AY	DC	
27113	S	C	
27123	S	J	
27138	S	C	F
27146	AL	J	
27153	S	DJ	
27155	AW	DJ	
27161	S	J	
27169	AG,AL	J	
27179	A	J	
27192	AL	J	
27194	AG	J	
27197	O	F	
27234	S	J	
27243	S	J	
27264	O	F	
27308	AG	C	
27323	O	F	
27331	O	F	
27357	O	F	
27372	S	C	
27387	AW	DJ	
27396	O	F	
27402	O	F	
27414	O	F	
27425	S	J	
27427	A	J	
27454	S	C	
27463	O	F	
27472	O	F	
27487	A	J	F
27489	O	F	
27515	S	J	
27523	AL	J	
27570	A	J	
27578	O	F	
27584	O	F	
27590	O	F	
27602	S	C	S
27603	S	DJ	
27607	O	F	
27656	O	F	
27665	O	F	
27675	A	J	
27683	AR	J	
27688	AW	C	
27694	O	F	
27699	SS	J@6C32	
27714	S	*	
27741	AW	C	
27762	S	C	
27770	AL	J	
27774	S	J	
27801	S	J	
27839	O	F	
27849	A	J	
27863	O	F	
27867	O	F	
27877	S	J	
27889	AL	J	
27958	O	F	
27966	O	F	
27969	S	C	F
27994	S	D	
28009	S	D	
28023	O	F	
28040	S	J	
28041	O	F	
28051	S	J	
28078	O	F	
28102	S	J	
28114	AW	D	
28121	S	C	
28126	S	C	
28132	S	*	
28165	S	J	
28185	AL	DJ	
28187	O	F	
28189	S	C	
28192	S	DJ	
28195	AL	C	
28205	S	J	
28207	O	F	
28218	S	J	
28244	S	C	
28246	S	J	
28270	O	F	
28304	A	J	
28325	O	F	
28327	S	C	
28330	AL	C	
28331	SS	J@6E29	
28357	A	J	
28364	S	J	
28369	S	J	
28402	O	F	
28415	O	F	
28418	S	J	
28431	AR	J	F
28448	AG,AL	J	
28450	AL	C	
28451	AY	DJ	
28465	O	F	
28468	S	C	
28472	O	F	
28479	S	J	
28497	O	F	
28507	S	D	
28514	S	J	
28536	S	C	
28552	S	C	
28577	AL	J	
28595	AL	J	F
28629	O	F	
28635	AG	J	
28639	S	D	
28641	AN	J	
28678	O	F	
28699	S,AW	DK	
28703	S	DJ	
28720	O	F	
28734	O	F	
28753	S	DJ	
28760	O	F	
28784	O	F	
28796	O	F	
28797	O	F	
28809	S	C	
28818	S	DJ	
28825	S	DJ	
28844	O	F	
28851	O	F	
28856	O	F	
28888	O	F	
28900	O	F	
28961	A	J	
28982	S	J	
29001	O	F	
29006	S	K	
29017	O	F	
29022	AL	J	
29028	S	DJ	
29029	AL	DJ	
29053	S	DC	
29066	S	DC	
29081	S	DJ	
29123	S	DJ	
29128	O	F	
29136	S	DJ	
29141	S	DJ	
29157	S	DJ	
29158	S	DJ	
29159	AY	F	
29166	O	F	
29172	O	F	
29197	S	DC	
29211	A	F	
29240	S	J	
29245	O	F	
29246	O	F	
29256	S	C	
29266	S	J	
29272	O	F	
29277	S	J	
29305	S	J	
29312	A	J	
29346	O	F	
29392	S	*	
29431	S	J	
29483	AG	C	
29492	AL	J	
29494	O	F	
29495	O	F	
29502	S	J	
29518	S	J	
29519	AG,AL	C	
29527	O	F	
29557	S	DJ	
29559	S	DJ	
29568	O	F	
29678	O	F	
29699	A	J	
29705	S	D	
29785	O	F	
29786	S	J	
29787	AG,AL	J	
29788	S	C	
29796	S	J	
29808	O	F	
29852	S	J	
29862	S	C	
29864	S	J	
29885	O	F	
29903	S	C	
29922	S	C	F
29923	S	C	
29926	A	J	
29942	A	J	
29943	S	J	
29956	O	K	F
29964	S	D	
29973	S	DJ	
30050	S	J	
30053	O	F	
30054	O	F	
30072	O	F	
30095	S	DC	
30133	S	C	
30142	AL	C	
30164	S	C	
30207	AW	C	
30208	S	D	
30227	AL	DJ	
30239	SS	D	
30240	S	C	
30247	O	F	
30249	AG	C	
30290	S	DJ	
30296	AG	DJ	
30306	AL	D	
30309	O	F	
30310	O	F	
30332	AL	C	
30338	S	DJ	
30344	S	C	
30352	A	J	
30355	S	DJ	
30369	A	J	
30388	S	DJ	
30406	S	K	
30418	O	F	
30420	S	*	
30428	AL	J	
30436	S	DJ	
30460	S	J	
30465	S	J	
30495	O	F	
30504	AY	D	
30528	S	J	
30555	S	C	
30556	O	F	
30561	AG	J	
30563	S	J	
30565	O	F	
30589	O	F	
30596	AG	J	
30599	AY	DJ	
30622	O	F	
30623	S	J	
30629	O	F	
30663	AG	C	
30675	S	C	
30684	O	F	
30691	AL	C	
30701	A	J	
30702	AL,AW	F	
30722	S	J	
30740	S	*	
30765	AY	D	
30768	O	F	
30813	S	C	
30827	S	DC	
30857	S	DJ	
30860	O	F	
30871	O	F	
30872	O	F	
30879	S	J	F
30896	O	F	
30952	S	C	
30970	S	J	
31001	S	J	F
31014	S	D	
31018	AG	D	
31019	S	C	F
31071	S	J	
31080	S	J	
31085	S	J	
31104	S	C	
31105	S	J	
31117	O	F	
31142	S	J	
31150	O	C	
31165	O	F	
31167	AL	J	
31186	S	J	
31207	AL	J	
31232	O	F	
31237	SS	J@7A0E	
31245	S	C	
31260	S	DJ	
31263	S	C	F
31264	S	J	
31294	S	C	
31302	S	DJ	
31382	S	DJ	
31383	S	DJ	
31431	O	F	
31433	S	DJ	
31478	A	J	
31482	AB	J	
31485	AB	J	
31487	AB	J	
31494	AB	J	
31499	AB	J	
31505	AB	J	
31513	A	J	
31515	A	J	
31518	A	C	
31520	A	C	
31526	A	J	
31528	A	J	
31532	A	J	
31558	AB	J	
31561	S	J	
31563	S	J	
31565	AB	J	
31567	AB	J	
31568	AB	C	
31570	AB	J	
31572	AB	C	
31574	AB	J	
31584	AB	J	
31602	S	C	
31605	AB	D	
31607	AB,AL	J	
31627	AB	J	
31631	AB	C	
31636	AB	J	
31637	AB	J	
31639	AB	J	F
31645	AB	J	
31649	AB	C	
31661	AB	C	
31665	AB	J	
31668	AB	J	
31678	S	C	
31680	AB	C	
31681	AB	J	
31684	AB	J	
31686	AB	C	
31687	S	C	
31689	S	DJ	
31692	AG,AL	J	
31705	AB	J	
31712	S	J	
31713	AB	J	F
31716	AB	J	F
31721	AB	J	F
31735	AB,AY	DJ	
31742	AB	J	
31751	AB	C	
31757	AB,AW	C	
31774	AB	J	
31777	AB	J	
31779	AB	J	
31783	S	J	
31786	S	J	
31787	S	DJ	
31799	AB	F	
31800	AB	J	
31805	AB	J	F
31806	AB	C	
31807	AB	DK	
31811	AB	J	
31820	AB	J	
31821	AB	J	
31840	S	C	
31852	AB	D	
31854	AB	C	
31858	O	F	
31859	S	J	
31869	S	J	
31881	S	K	
31890	A	C	
31893	A	J	
31895	A	J	
31903	S	J	
31909	O	F	
31911	AR	C	
31921	S	DJ	
31923	A	J	
31929	AR	C	
31933	S	C	
31934	S	J	
31945	S	DJ	
31946	S	J	
31949	AR	C	
31957	AR	J	
31958	AR	C	
31961	AR,AY	DJ	
31964	S	C	
31966	AR	J	
31967	AR	J	
31968	AR	C	
31970	AG,AR,AL	J	
31975	AR	J	
31981	S	D	
31983	AR,AN	J	
31984	AR	J	
32026	S	C	
32027	S	*	
32051	O	F	
32064	O	F	
32068	O	F	
32085	O	F	
32110	AW	C	
32113	S	C	F
32121	S	C	
32137	AL	C	
32143	AW	C	
32156	S	C	
32177	O	F	
32232	S	C	F
32233	O	F	
32244	O	F	
32251	S	DC	
32291	S	D	
32299	AY	D	
32313	S	C	
32317	S	C	F
32321	O	F	
32323	O	F	
32353	S	DJ	
32365	O	F	
32380	O	F	
32386	O	C	
32396	O	F	
32403	AW	C	
32570	AL	D	
32590	AN	DJ	
32592	O	F	
32597	O	F	
32622	O	F	
32631	S	DC	
32654	AL	J	
32686	AL	C	
32690	O	F	
32696	S	DJ	
32697	AL	J	
32705	S	*	
32745	S	C	F
32755	AL	D	
32769	S	J	
32784	O	F	
32858	O	F	
32879	S	D	
32880	S	J	C
32894	S	J	
32900	S	J	
32901	S	DJ	
32903	S	C	
32907	AM	J	
32908	AM	J	
32912	AM	C	
32915	S	D	
32918	S	J	
32920	AM	J	
32922	AM	J	
32923	AM	J	
32925	AM	J	
32927	AM	C	
32929	AM	C	
32930	AM	J	
32933	AM	J	
32935	AM	C	
32937	S	C	
32938	AM	C	
32939	AM	C	
32942	AG	J	
32943	S	J	
32945	AM	C	
32946	S	C	
32948	S	K	
32950	AM	C	
32951	AM	C	
32954	AM	K	
32956	AM	C	
32957	AM	C	
32963	S	J	
32966	AM	C	
32972	S	J	
32974	S	C	
32982	AM	C	
32986	AM	J	
32987	S	J	
32989	AM	J	
32990	S	C	
32993	S	J	
32996	S	C	
32997	S	J	
33001	AM	C	
33004	AW	C	
33005	AM	C	
33007	AM	C	
33008	AM	C	
33011	AM	J	
33012	AM	J	
33014	AM	C	
33016	AM	C	
33021	S	DC	
33026	AM	DJ	
33027	S	C	
33029	S	J	
33030	AM	J	
33031	AM	C	
33032	AM	C	
33033	AM	C	
33034	S	C	
33036	AM	C	
33046	AM	J	
33047	AM	C	
33050	AM	C	
33059	S	DJ	
33065	S	J	
33067	SS,AM	J@8131	
33071	AM	J	
33079	AM	C	
33081	AM	C	
33086	AM	J	
33094	AM	J	
33099	AM	C	
33100	AM	J	
33102	S	J	
33105	AM	C	
33107	AM	J	
33108	AM	DJ	
33109	AM	C	
33125	AM	J	
33126	AW	J	F
33131	AM	J	
33134	AM	J	
33136	AL,AM	J	
33137	AM	J	
33139	AM	J	
33140	AM	C	
33144	AM	J	
33145	S	J	
33146	S	J	
33151	AM,AY	DJ	
33152	AM	C	
33160	AM	C	
33162	AM	D	
33167	S	C	
33178	S	D	
33179	AM	J	
33180	AG,AM,AL	J	
33181	AM	J	
33184	AM	D	
33192	AM	J	
33193	AM	J	
33203	AM	DJ	
33206	AM	C	
33210	S	C	
33213	AM	D	
33214	AM	C	F
33215	AM	C	
33216	S	C	F
33218	S	DJ	
33219	AM	C	
33222	AM	C	
33225	AM	C	
33229	S	DJ	
33231	AM	C	
33240	AM	DJ	
33242	AM	D	
33247	AM	DJ	
33260	S	C	
33261	AL	K	
33268	S	D	
33275	O	F	
33287	A	J	
33288	O	F	
33289	A	J	
33298	A	J	
33300	O	F	
33310	O	F	
33333	O	F	
33334	O	F	
33337	O	F	
33368	S	D	
33369	O	F	
33393	O	F	
33399	O	F	
33406	AG	J	
33419	AG	J	
33421	AG	J	
33426	AG	DK	
33433	AG	J	
33437	AG,AY	C	
33439	AG	C	
33441	AG	J	
33445	AG	C	
33447	AG	J	
33448	AG	C	
33449	AG	J	
33451	AG	J	
33452	S,AG	J	
33453	AG	J	
33454	AG	J	
33457	S,AG	J	
33459	AG	C	
33460	AG	C	
33465	AG	J	
33466	AG	J	
33468	AG	J	
33469	AG	C	
33489	AG	J	
33490	AG	J	
33491	AG	C	
33492	AG	C	
33495	AG	J	
33499	AG	J	
33502	AG	J	
33503	AG	J	
33507	AG	K	
33509	AG	J	
33510	AG	J	
33511	AG	C	
33521	AG,AL	J	
33537	AG	C	
33538	AG	J	
33539	AG	C	
33540	AG	J	
33541	AG	C	
33545	AG	J	
33559	AG	J	
33560	AG	C	
33579	AG	DK	
33585	AG	J	
33586	AG	C	
33588	AG	J	F
33589	AG	C	
33590	AG	J	
33592	AG	J	
33593	AW,AG	C	
33600	AG	J	
33603	AG	J	
33609	AG	J	
33610	S	*	
33615	AG	D	
33618	AG	DK	
33620	AG	J	
33655	AG	J	
33656	AG	J	
33659	AG	DJ	
33660	AG	J	
33673	AG	J	
33674	AG	J	
33678	S	J	
33682	AG	J	
33683	AG	C	
33686	AG	J	
33688	AG	C	
33689	AG	J	
33690	AG	C	
33691	A	C	
33692	AG	J	
33693	AG	J	
33694	AG	F	
33696	AG	C	
33698	AG	J	
33702	AG	C	
33704	AG	C	
33706	AG	J	
33707	AG,AL	J	
33710	AG	J	
33711	AG	J	
33712	AG	J	
33721	AG	J	
33725	AG	C	
33726	AG	J	
33727	AG	J	
33728	AG	C	
33729	S	C	
33730	AG	J	
33731	AG	J	
33732	AG	J	
33733	AG	J	
33734	AG	J	
33735	AW	C	
33738	AG	J	
33740	AG	C	F
33747	AG	C	
33748	AG	C	
33750	AG	J	
33753	AG	J	
33755	AG	J	
33756	AG	J	
33757	AG	J	
33758	AG	J	
33759	AG	C	
33760	AG	J	
33761	AG	J	
33762	AG	J	
33763	AG	J	
33764	AG	J	
33765	AG	J	
33769	AG	C	
33775	AG	J	
33776	AG	C	
33777	S	DJ	
33778	AG	J	
33780	AG	J	
33784	S	DC	
33788	AG	J	
33789	AG	J	
33790	AG	J	
33793	AG	J	
33795	AG	J	
33796	AG	C	
33797	AG	C	
33802	AG	J	
33803	AG,AW	C	F
33804	AG	J	
33805	AG	C	
33806	AG,AW	C	
33836	AG	D	
33841	AG	C	
33845	AG	J	
33848	AG	C	
33852	AG	C	
33853	AG	J	
33865	S,AG	J	
33879	AG	J	
33883	AG	D	
33887	AG	J	
33889	AG	J	F
33891	AG	J	F
33894	AG	C	
33897	AG	J	
33899	S,AG	J	
33900	S,AG	J	
33905	AG	J	
33909	AG,AL	C	
33911	AG	J	
33922	AG	C	
33936	AG	J	F
33945	AG	C	F
33948	S,AG	J	
33950	AG	C	
33970	AG	J	
33976	AG	C	
33980	AG	J	
33983	AG	C	
33984	AG	C	
33988	AG	C	
33990	AG	C	F
33993	AG	C	
33995	AG	C	
34001	AG	C	
34003	AG	C	
34028	AG,AY	DJ	
34030	AG,AY	DJ	
34067	AG	J	
34068	AG	J	
34071	AG	J	
34074	S,AG	J	
34081	S,AG	J	
34083	S,AG	J	F
34085	S	C	F
34092	S,AG	DC	
34093	AG	C	
34100	S	C	
34109	AG	C	
34115	AG	J	
34121	AG	C	
34122	AG	J	F
34124	AG	C	F
34137	AG	C	
34152	AG	J	F
34153	AG	J	F
34154	AG	J	
34157	S	DJ	
34159	AG	C	
34174	AG,AN	J	F
34180	AG	K	
34183	AG	D	
34193	AG	J	
34196	AG	J	F
34203	AG	C	
34214	AG	DJ	
34217	AG	DJ	
34218	AG	DJ	
34223	AG	C	
34224	AG	J	F
34249	AG	J	
34253	AG	J	
34255	AG	C	
34256	AG	J	
34261	AG	J	
34269	AG	C	
34276	AG	J	
34277	S,AG	C	F
34282	AG,AW	J	F
34297	AG	D	
34298	AG	C	
34299	S	J	
34310	AG	D	
34311	AG	C	
34314	SS,AG	C@85F4	
34315	AG	C	
34321	S,AG	C	
34327	S	C	
34330	AG	J	
34349	AG	C	F
34360	AG	DJ	
34367	AG	C	
34396	S	D	
34398	AL	DK	
34399	O	F	
34407	O	F	
34442	O	F	
34467	S	*	
34473	S	C	
34516	O	F	
34523	O	F	
34553	O	F	
34555	SS	J@8715	
34558	O	F	
34568	AL	DK	
34597	O	F	
34619	S	C	
34636	O	F	
34647	O	F	
34649	S	C	F
34676	S	J	F
34678	S	J	F
34691	O	F	
34701	O	F	
34731	S	DJ	
34739	O	F	
34746	O	F	
34747	AW	J	
34752	O	F	
34758	AG,AL	J	F
34760	O	F	
34763	AL	J	
34769	O	F	
34770	O	F	
34811	O	F	
34837	AN	J	F
34847	S	DJ	
34850	O	F	
34875	O	F	
34899	O	F	
34946	AL	C	
35018	O	F	
35065	O	F	
35069	O	F	
35079	S	C	
35088	O	F	
35090	A	C	
35091	S	C	
35114	AY	D	
35131	S	C	
35158	AL	DJ	
35167	S	DJ	
35180	S	C	F
35183	S	DJ	
35186	S	C	
35201	AW	C	
35203	O	F	
35206	S	J	
35238	S	C	F
35242	A	DJ	
35258	O	F	
35264	O	F	
35299	O	F	
35320	O	F	
35338	O	F	
35355	S	DC	
35359	S	*	
35363	AL	C	
35380	A	C	
35426	O	F	
35433	S	C	
35438	O	F	
35442	O	F	
35443	O	F	
35452	O	F	
35492	AL	DK	
35493	S	DJ	
35498	SS	C@8AAC	
35519	S	C	
35529	AW	C	
35531	S	C	
35542	O	F	
35548	S	C	F
35563	O	F	
35565	S	C	
35566	S	C	
35575	O	F	
35582	AG	C	
35584	S	C	
35586	S	C	
